,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNWD,TMAX,TMIN
15091,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-28,0.0,,23.9,14.4
15092,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-29,0.0,,21.8,10.9
15093,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-30,0.0,,20.6,9.7
15094,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-01,4.6,,20.6,8.6
15095,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-02,0.0,,21.3,8.3
15096,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-03,0.0,,23.6,10.4
15097,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-04,0.0,,22.8,8.7
15098,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-05,2.0,,19.3,7.7
15099,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-06,0.0,,21.7,9.5
15100,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-07,0.0,,20.4,8.8
15101,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-08,0.0,,20.0,7.9
15102,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-09,0.3,,21.1,11.3
15103,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-10,0.0,,20.3,8.6
15104,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-11,0.0,,21.6,8.9
15105,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-12,0.0,,21.0,9.9
15106,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-13,0.0,,22.1,9.1
15107,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-14,0.8,,17.2,11.6
15108,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-15,1.8,,15.8,11.0
15109,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-16,13.0,,18.3,10.7
15110,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-17,1.3,,18.5,10.1
15111,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-18,0.0,,21.3,9.1
15112,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-19,0.0,,21.8,8.7
15113,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-20,0.0,,19.4,10.2
15114,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-21,1.8,,17.6,13.7
15115,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-22,17.3,,17.2,14.2
15116,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-23,33.5,,21.6,12.0
15117,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-24,0.0,,19.7,6.8
15118,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-25,0.0,,19.3,6.4
15119,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-26,0.0,,18.1,6.7
15120,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-27,0.0,,19.2,7.6
15121,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-28,0.0,,19.5,8.8
15122,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-29,0.0,,19.4,4.9
15123,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-30,0.0,,18.1,7.6
15124,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-05-31,0.0,,18.7,7.1
15125,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-01,0.0,,17.7,8.7
15126,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-02,0.8,,15.4,10.3
15127,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-03,0.0,,18.2,8.5
15128,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-04,1.5,,16.3,10.0
15129,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-05,13.2,,17.2,9.6
15130,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-06,1.3,,16.6,11.3
15131,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-07,0.0,,17.6,4.6
15132,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-08,0.0,,18.2,6.7
15133,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-09,0.5,,20.6,10.4
15134,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-10,0.0,,15.3,4.5
15135,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-11,0.0,,16.3,5.0
15136,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-12,0.0,,18.3,6.7
15137,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-13,0.0,,16.6,8.8
15138,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-14,0.3,,15.4,6.8
15139,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-15,21.1,,14.1,8.7
15140,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-16,23.9,,14.4,10.4
15141,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-17,4.3,,16.5,10.6
15142,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-18,0.8,,16.9,9.4
15143,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-19,0.3,,19.5,9.8
15144,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-20,0.0,,17.7,6.7
15145,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-21,0.0,,17.1,4.3
15146,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-22,0.0,,17.6,6.7
15147,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-23,0.0,,15.6,4.3
15148,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-24,0.0,,15.0,4.1
15149,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-25,0.0,,15.0,2.3
15150,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-26,0.0,,16.5,2.8
15151,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-27,0.0,,18.3,5.1
15152,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-28,0.0,,16.3,4.6
15153,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-29,0.0,,19.1,5.3
15154,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-06-30,0.0,,14.1,5.6
15155,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-01,0.0,,13.9,3.8
15156,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-02,0.0,,15.2,2.4
15157,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-03,0.0,,17.8,3.7
15158,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-04,0.0,,15.5,3.2
15159,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-05,0.0,,16.7,4.6
15160,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-06,0.0,,15.7,5.9
15161,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-07,3.0,,15.2,7.1
15162,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-08,2.5,,15.7,3.9
15163,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-09,0.0,,16.4,4.1
15164,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-10,0.3,,14.9,4.4
15165,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-11,0.0,,14.4,3.3
15166,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-12,0.0,,15.6,2.8
15167,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-13,0.0,,15.5,2.2
15168,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-14,0.0,,18.0,3.7
15169,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-15,0.8,,13.0,7.1
15170,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-16,5.8,,16.2,9.4
15171,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-17,3.6,,19.1,10.2
15172,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-18,1.5,,17.7,10.8
15173,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-19,0.0,,14.9,6.7
15174,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-20,0.0,,15.3,5.4
15175,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-21,0.0,,17.1,3.3
15176,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-22,0.0,,17.2,4.3
15177,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-23,0.0,,15.6,6.6
15178,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-24,0.3,,13.2,8.8
15179,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-25,3.8,,15.6,8.5
15180,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-26,0.8,,17.3,6.7
15181,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-07-27,0.0,,16.1,7.2
